food,category,serving_size,fullness_factor,completeness_score,calories,total_carbs,dietary_fibre,starch,sugars,total_fat,saturated_fat,monosaturated_fat,polysaturated_fat,protien,water,source
"Apricots, canned, light syrup pack, with skin, solids and liquids",fruits and fruit juices,100,2.9,41,62.99049,16.489975,1.6000471,0,14.888571,0.050003715,0.003000598,0.020997066,0.010001244,0.529943,82.555115,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1832/0
"Apricots, canned, water pack, with skin, solids and liquids",fruits and fruit juices,100,4.5,66,27.000887,6.389891,1.6000471,0,4.7898445,0.1599787,0.011001872,0.069009766,0.031001687,0.7099883,92.34928,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1828/0
"Apricots, canned, water pack, without skin, solids and liquids",fruits and fruit juices,100,4.5,68,21.99718,5.4800873,1.0998687,0,0,0.029999979,0.002000019,0.012998266,0.006000858,0.6899491,93.423454,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1829/0
"Apricots, dehydrated (low-moisture), sulfured, stewed",fruits and fruit juices,100,2.1,46,125.9914,32.625126,0,0,0,0.23998661,0.017001577,0.104990266,0.04699925,1.9298049,63.60047,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1837/0
"Apricots, dehydrated (low-moisture), sulfured, uncooked",fruits and fruit juices,100,1.6,42,320.0375,82.9006,0,0,0,0.6200531,0.042997424,0.26797092,0.12100323,4.9003673,7.5008426,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1836/0
"Apricots, dried, sulfured, stewed, with added sugar",fruits and fruit juices,100,2.2,39,112.99172,29.258818,4.099995,0,0,0.15001008,0.010001244,0.06400277,0.0290007,1.1699044,68.45554,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1840/0
"Apricots, dried, sulfured, stewed, without added sugar",fruits and fruit juices,100,2.5,43,85.004036,22.170025,2.600379,0,19.569645,0.18000458,0.006000858,0.026000518,0.026000518,1.1999991,75.55074,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1839/0
"Apricots, dried, sulfured, uncooked",fruits and fruit juices,100,1.9,43,240.99783,62.64743,7.3011227,0.35004202,53.437317,0.5100298,0.017001577,0.0739918,0.0739918,3.389778,30.891197,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1838/0
"Apricots, frozen, sweetened",fruits and fruit juices,100,2.3,40,98.00385,25.101986,2.2001946,0,0,0.10000421,0.006999225,0.043997973,0.02000271,0.70000964,73.30349,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1841/0
"Apricots, raw [Includes USDA commodity food A386]",fruits and fruit juices,100,3.5,62,48.000683,11.239701,1.9998937,0,9.239807,0.39005193,0.026998628,0.17000008,0.076989114,1.4002237,86.35264,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1827/0
"ARCHWAY Home Style Cookies, Apple Filled Oatmeal",baked products,100,1.5,11,392.9597,67.213486,1.7002631,0,32.38496,11.779926,2.7000108,4.7606926,1.0201515,4.4701314,14.989354,https://nutritiondata.self.com/facts/baked-products/5230/0
"ARCHWAY Home Style Cookies, Apricot Filled",baked products,100,1.5,12,399.96414,65.86689,2.2001946,0,30.059103,13.169109,5.1192436,4.1105475,1.0998687,4.5206847,14.989354,https://nutritiondata.self.com/facts/baked-products/5231/0
"ARCHWAY Home Style Cookies, Cherry Filled",baked products,100,1.5,12,405.00647,64.75496,1.9998937,0,31.310814,14.119922,5.570623,4.500395,1.0900112,4.6205425,15.008628,https://nutritiondata.self.com/facts/baked-products/5234/0
"ARCHWAY Home Style Cookies, Chocolate Chip Drop",baked products,100,1.4,10,406.9627,63.274418,1.6000471,0,28.968887,15.330251,5.289791,5.39969,1.0000149,3.9499915,15.810408,https://nutritiondata.self.com/facts/baked-products/5235/0
"ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",baked products,100,1.3,9,496.9698,65.02595,1.9998937,0,34.060192,24.402296,8.081286,8.939059,1.4297891,4.280378,5.0102196,https://nutritiondata.self.com/facts/baked-products/5236/0
"ARCHWAY Home Style Cookies, Coconut Macaroon",baked products,100,1.3,7,459.94724,61.234745,5.099544,0,45.158546,22.548092,20.098465,1.6098489,0.81007594,3.020449,11.499486,https://nutritiondata.self.com/facts/baked-products/5238/0
"ARCHWAY Home Style Cookies, Cookies Jar Hermits",baked products,100,1.5,14,389.94174,70.327896,1.7997969,0,34.533943,9.771027,2.3103406,3.8795521,0.8400584,5.2796035,11.821629,https://nutritiondata.self.com/facts/baked-products/5239/0
"ARCHWAY Home Style Cookies, Dark Molasses",baked products,100,1.4,14,406.9627,69.3854,1.0998687,0,35.048046,12.589935,2.8801627,5.019888,0.97996026,4.1597075,9.929249,https://nutritiondata.self.com/facts/baked-products/5240/0
"ARCHWAY Home Style Cookies, Date Filled Oatmeal",baked products,100,1.5,11,399.96414,68.17026,2.1000168,0,34.268715,12.051708,2.7596602,4.820723,1.110172,4.6697946,13.490264,https://nutritiondata.self.com/facts/baked-products/5241/0
"ARCHWAY Home Style Cookies, Dutch Cocoa",baked products,100,1.4,12,431.04932,69.42999,2.600379,0,35.35336,14.989354,3.6194236,5.9403305,1.1801041,4.500395,9.320304,https://nutritiondata.self.com/facts/baked-products/5242/0
"ARCHWAY Home Style Cookies, Fat Free Devil's Food Cookie",baked products,100,1.6,15,338.00073,79.28034,2.799857,0,41.194492,0.89990973,0.31994882,0.28999484,0.27998212,4.820723,12.9884405,https://nutritiondata.self.com/facts/baked-products/5267/0
"ARCHWAY Home Style Cookies, Fat Free Oatmeal Raisin",baked products,100,1.5,13,348.02713,79.56098,2.1000168,0,47.069233,1.5100969,0.31994882,0.5799125,0.6099614,4.1198034,12.098259,https://nutritiondata.self.com/facts/baked-products/5269/0
"ARCHWAY Home Style Cookies, Frosty Lemon",baked products,100,1.4,8,429.943,64.775764,0.70000964,0,33.345646,17.110575,5.8306594,5.75066,0.92010146,4.4102125,12.0285,https://nutritiondata.self.com/facts/baked-products/5243/0
"ARCHWAY Home Style Cookies, Fruit & Honey Bar",baked products,100,1.4,11,408.0099,69.42999,1.9002618,0,37.506042,12.541493,2.8801627,5.0897226,0.9401409,4.440071,11.791285,https://nutritiondata.self.com/facts/baked-products/5245/0
"ARCHWAY Home Style Cookies, Gourmet Apple'n Raisin",baked products,100,1.4,11,434.9439,66.33404,2.5004015,0,33.97277,16.638973,3.6101315,6.35904,2.4197693,5.099544,9.510868,https://nutritiondata.self.com/facts/baked-products/5263/0
"ARCHWAY Home Style Cookies, Gourmet Oatmeal Pecan",baked products,100,1.4,10,472.0721,60.472363,3.1000986,0,27.712696,23.127653,7.5807905,8.609289,2.2101164,5.420549,9.281459,https://nutritiondata.self.com/facts/baked-products/5274/0
"ARCHWAY Home Style Cookies, Gourmet Rocky Road",baked products,100,1.4,11,460.98267,65.9304,2.600379,0,34.924416,19.708445,5.13077,6.820392,3.4802816,4.8596015,8.019216,https://nutritiondata.self.com/facts/baked-products/5277/0
"ARCHWAY Home Style Cookies, Gourmet Ruth's Golden Oatmeal",baked products,100,1.5,11,431.04932,64.96331,2.7000108,0,33.744358,16.442368,3.2899776,5.6699367,4.1105475,5.6699367,10.8987875,https://nutritiondata.self.com/facts/baked-products/5278/0
"ARCHWAY Home Style Cookies, Iced Molasses",baked products,100,1.4,11,419.9781,69.11845,1.0000149,0,38.433,14.431771,4.1597075,4.7499976,2.4400725,3.5004694,10.339425,https://nutritiondata.self.com/facts/baked-products/5246/0
"ARCHWAY Home Style Cookies, Iced Oatmeal",baked products,100,1.4,10,434.9439,66.76159,1.9998937,0,37.194084,16.53241,4.610162,5.610138,2.7200406,4.8893585,9.990043,https://nutritiondata.self.com/facts/baked-products/5247/0
"ARCHWAY Home Style Cookies, Molasses",baked products,100,1.4,13,403.05963,69.40769,1.1999991,0,36.355354,12.059454,2.8097715,4.8596015,1.0501049,4.2502275,11.429507,https://nutritiondata.self.com/facts/baked-products/5249/0
"ARCHWAY Home Style Cookies, Oatmeal",baked products,100,1.5,12,421.05875,68.17026,2.8996646,0,34.50068,14.079156,3.200305,5.6608353,1.330024,5.4800873,10.279807,https://nutritiondata.self.com/facts/baked-products/5251/0
"ARCHWAY Home Style Cookies, Oatmeal Raisin",baked products,100,1.5,12,406.0486,69.27405,2.7000108,0,39.547676,12.07884,2.7499225,4.850242,1.1601655,5.170487,11.5290785,https://nutritiondata.self.com/facts/baked-products/5252/0
"ARCHWAY Home Style Cookies, Old Fashioned Molasses",baked products,100,1.4,14,406.0486,70.55418,1.0998687,0,36.08773,11.8292265,2.7703226,4.800629,1.0000149,4.2693896,10.409416,https://nutritiondata.self.com/facts/baked-products/5253/0
"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",baked products,100,1.4,11,467.9954,72.22825,1.7997969,0,32.63561,17.55038,3.7496407,7.8207555,1.6699326,5.170487,3.0001352,https://nutritiondata.self.com/facts/baked-products/5254/0
"ARCHWAY Home Style Cookies, Peanut Butter",baked products,100,1.5,12,480.02393,58.485424,2.799857,0,32.55184,24.277191,5.389291,10.210688,4.229792,8.999572,6.350873,https://nutritiondata.self.com/facts/baked-products/5255/0
"ARCHWAY Home Style Cookies, Pecan Ice Box",baked products,100,1.2,8,500.0123,61.018745,1.1999991,0,28.233885,26.459925,5.6699367,11.551323,2.4502878,4.560073,6.709548,https://nutritiondata.self.com/facts/baked-products/5257/0
"ARCHWAY Home Style Cookies, Raspberry Filled",baked products,100,1.5,11,399.96414,65.9304,2.2001946,0,31.756525,13.258254,5.160529,4.1397076,1.0998687,4.3496995,14.989354,https://nutritiondata.self.com/facts/baked-products/5258/0
"ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps",baked products,100,1.4,17,424.04498,76.23337,1.0998687,0,36.28535,11.139501,2.600379,3.5800967,1.65019,4.6697946,5.2205653,https://nutritiondata.self.com/facts/baked-products/5276/0
"ARCHWAY Home Style Cookies, Ruth's Oatmeal",baked products,100,1.5,11,428.01376,66.14253,2.600379,0,34.093033,15.881677,3.5298364,5.6300006,2.3697472,5.9403305,9.990043,https://nutritiondata.self.com/facts/baked-products/5259/0
"ARCHWAY Home Style Cookies, Soft Sugar Drop",baked products,100,1.5,11,397.01993,63.254093,0.7999781,0,30.79212,13.868171,3.3303964,5.7101555,1.0201515,4.820723,16.389631,https://nutritiondata.self.com/facts/baked-products/5260/0
"ARCHWAY Home Style Cookies, Strawberry Filled",baked products,100,1.5,11,399.96414,65.9304,2.2001946,0,31.756525,13.258254,5.160529,4.1397076,1.0998687,4.3496995,14.989354,https://nutritiondata.self.com/facts/baked-products/5261/0
"ARCHWAY Home Style Cookies, Sugar",baked products,100,1.5,12,411.03558,69.029686,1.4999374,0,0,12.802023,2.9599164,5.0392795,1.1999991,4.879942,10.618834,https://nutritiondata.self.com/facts/baked-products/5262/0
"ARCHWAY Home Style Cookies, Sugar Free Chocolate Chip",baked products,100,1.3,12,487.01334,66.10005,1.0998687,0,0.89990973,22.708014,6.300066,9.130625,1.3498381,4.5105286,4.9893365,https://nutritiondata.self.com/facts/baked-products/5279/0
"ARCHWAY Home Style Cookies, Sugar Free Oatmeal",baked products,100,1.4,10,441.98624,67.191895,1.9002618,0,1.2600962,20.921965,4.9003673,7.861061,1.3100791,5.5402794,5.0005703,https://nutritiondata.self.com/facts/baked-products/5227/0
"ARCHWAY Home Style Cookies, Sugar Free Rocky Road",baked products,100,1.4,14,466.0451,64.40229,2.799857,0,0.7099883,20.522556,5.0506263,7.189393,4.1597075,5.870132,7.3011227,https://nutritiondata.self.com/facts/baked-products/5228/0
"Arrowhead, cooked, boiled, drained, with salt",vegetables and vegetable products,100,2.8,44,77.992065,16.138838,0,0,0,0.10000421,0,0,0,4.4902844,77.07056,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2780/0
"Arrowhead, cooked, boiled, drained, without salt",vegetables and vegetable products,100,2.8,44,77.992065,16.138838,0,0,0,0.10000421,0,0,0,4.4902844,77.07056,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2306/0
"Arrowhead, raw",vegetables and vegetable products,100,2.6,47,98.98468,20.228012,0,0,0,0.28999484,0,0,0,5.330739,72.48393,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2305/0
Arrowroot flour,cereal grains and pasta,100,1.3,7,356.9722,88.146355,3.3995953,0,0,0.10000421,0.019001834,0.002000019,0.04500649,0.29997736,11.370908,https://nutritiondata.self.com/facts/cereal-grains-and-pasta/5677/0
"Arrowroot, raw",vegetables and vegetable products,100,3.1,60,65.00506,13.390952,1.3000101,0,0,0.19998784,0.03899381,0.003999711,0.09200053,4.240679,80.745384,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2777/0
"Artichokes, (globe or french), cooked, boiled, drained, with salt",vegetables and vegetable products,100,3.7,68,52.992855,11.951462,8.600995,0,0.99009603,0.34003833,0.080996916,0.011001872,0.14299867,2.8903615,84.080666,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2781/0
"Artichokes, (globe or french), cooked, boiled, drained, without salt",vegetables and vegetable products,100,3.7,68,52.992855,11.951462,8.600995,0,0.99009603,0.34003833,0.080996916,0.011001872,0.14299867,2.8903615,84.080666,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2308/0
"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",vegetables and vegetable products,100,3.7,70,44.999252,9.180629,4.599805,0,0.8400584,0.49995255,0.1189822,0.014999647,0.21602646,3.1100764,86.49145,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2782/0
"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",vegetables and vegetable products,100,3.7,70,44.999252,9.180629,4.599805,0,0.8400584,0.49995255,0.1189822,0.014999647,0.21602646,3.1100764,86.49145,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2310/0
"Artichokes, (globe or french), frozen, unprepared",vegetables and vegetable products,100,4,74,38.0033,7.760685,3.8995485,0,0,0.43002847,0.09900338,0.012001306,0.17901881,2.6297917,88.60058,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2309/0
"Artichokes, (globe or french), raw",vegetables and vegetable products,100,3.7,78,46.99369,10.510226,5.39969,0,0.99009603,0.15001008,0.036002528,0.005000487,0.06400277,3.2699525,84.94944,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2307/0
"Artificial Blueberry Muffin Mix,dry",baked products,100,1.5,2,406.9627,77.44282,0,0,0,8.70105,1.8651663,3.7424188,1.6790824,4.6998997,6.4000325,https://nutritiondata.self.com/facts/baked-products/5280/0
"Arugula, raw",vegetables and vegetable products,100,4.5,90,24.997374,3.65005,1.6000471,0,2.0500028,0.65998816,0.0859896,0.04899795,0.31902227,2.5804005,91.69893,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/3025/0
Ascidians (tunughnak) (Alaska Native),ethnic foods,100,4.5,31,20.001848,0,0,0,0,0.49995255,0.10000421,0.11998849,0.19998784,3.8005867,90.411934,https://nutritiondata.self.com/facts/ethnic-foods/8077/0
"Asparagus, canned, drained solids",vegetables and vegetable products,100,4.5,92,18.999727,2.6599896,1.6000471,0,1.0599425,0.65008354,0.1469847,0.020997066,0.2839818,2.1402166,93.965225,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2314/0
"Asparagus, canned, no salt added, solids and liquids",vegetables and vegetable products,100,4.5,90,14.998988,2.4803936,1.0000149,0,1.0000149,0.18000458,0.04099507,0.006000858,0.0789936,1.7997969,94.32814,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2784/0
"Asparagus, canned, regular pack, solids and liquids",vegetables and vegetable products,100,4.5,85,14.998988,2.470053,1.0000149,0,0,0.18000458,0.043997973,0.006000858,0.08498941,1.7997969,94.32814,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2313/0
"Asparagus, cooked, boiled, drained",vegetables and vegetable products,100,4.5,94,21.99718,4.1105475,1.9998937,0,1.3000101,0.21996589,0.047996275,0,0.104990266,2.399635,92.61666,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2312/0
"Asparagus, cooked, boiled, drained, with salt",vegetables and vegetable products,100,4.5,94,21.99718,4.1105475,1.9998937,0,1.3000101,0.21996589,0.047996275,0,0.104990266,2.399635,92.61666,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2783/0
"Asparagus, frozen, cooked, boiled, drained, with salt",vegetables and vegetable products,100,4.5,91,18.00149,1.9199959,1.6000471,0,0.31994882,0.4200384,0.095997654,0.012998266,0.18501498,2.9504201,94.08604,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2785/0
"Asparagus, frozen, cooked, boiled, drained, without salt",vegetables and vegetable products,100,4.5,91,18.00149,1.9199959,1.6000471,0,0.31994882,0.4200384,0.095997654,0.012998266,0.18501498,2.9504201,94.08604,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2316/0
"Asparagus, frozen, unprepared",vegetables and vegetable products,100,4.5,87,23.998045,4.099995,1.9002618,0,0,0.22998172,0.052008193,0.006999225,0.10101506,3.230267,91.81683,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2315/0
"Asparagus, raw",vegetables and vegetable products,100,4.5,94,20.001848,3.9802303,2.1000168,0,1.8802135,0.11998849,0.03999539,0,0.050003715,2.2001946,93.213615,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2311/0
"Avocados, raw, all commercial varieties",fruits and fruit juices,100,2.1,48,160.00629,8.529449,6.700931,0.11000829,0.65998816,14.660747,2.1258209,9.799319,1.8160673,1.9998937,73.23288,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1843/0
"Avocados, raw, California",fruits and fruit juices,100,2,47,166.99059,8.639768,6.800699,0.11000829,0.29997736,15.409252,2.1258209,9.799319,1.8160673,1.9598072,72.32112,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1844/0
"Avocados, raw, Florida",fruits and fruit juices,100,2.3,43,119.98728,8.019103,5.5993333,0,2.4197693,10.060901,1.9598072,5.5136433,1.6758474,2.230094,78.79793,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1845/0
Bacon and beef sticks,sausages and luncheon meats,100,2,24,516.9991,0.7999781,0,0,0.7999781,44.196976,15.999458,21.898472,4.299676,29.099466,21.598053,https://nutritiondata.self.com/facts/sausages-and-luncheon-meats/1489/0
"Bacon bits, meatless",legumes and legume products,100,2.3,33,476.03143,28.599026,10.2008505,0,0,25.8965,4.055448,6.2256174,13.546721,32.002308,8.001201,https://nutritiondata.self.com/facts/legumes-and-legume-products/7633/0
"Bacon, meatless",legumes and legume products,100,1.7,33,310.01974,6.3203397,2.600379,0,0,29.523184,4.6220274,7.0953126,15.438983,10.680418,48.98202,https://nutritiondata.self.com/facts/legumes-and-legume-products/4372/0
"Bagels, cinnamon-raisin",baked products,100,1.9,36,272.9878,55.199535,2.2999694,0,5.980546,1.7002631,0.27399924,0.17501602,0.67090625,9.799319,32.002308,https://nutritiondata.self.com/facts/baked-products/4821/0
"Bagels, cinnamon-raisin, toasted",baked products,100,1.9,32,294.01544,59.298904,2.5004015,0,6.43095,1.7997969,0.29499155,0.18802682,0.7219645,10.598385,26.897001,https://nutritiondata.self.com/facts/baked-products/4822/0
"Bagels, egg",baked products,100,2,35,278.03235,52.992855,2.2999694,0,0,2.1000168,0.42098624,0.4200384,0.6419776,10.598385,32.69857,https://nutritiondata.self.com/facts/baked-products/4820/0
"Bagels, oat bran",baked products,100,2,38,255.01575,53.300163,3.5997064,0,1.6301566,1.1999991,0.19102572,0.24897528,0.48598963,10.701025,32.89876,https://nutritiondata.self.com/facts/baked-products/4823/0
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",baked products,100,2,42,256.9894,50.85549,2.2001946,43.60467,5.0506263,1.6202313,0.39295185,0.52098,0.63991547,10.01897,36.28535,https://nutritiondata.self.com/facts/baked-products/4818/0
"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",baked products,100,2,32,275.0122,53.402996,2.2999694,0,0,1.6000471,0.21996589,0.13099311,0.695968,10.500102,32.60417,https://nutritiondata.self.com/facts/baked-products/5147/0
"Bagels, plain, toasted, enriched, with calcium propionate (includes onion, poppy, sesame)",baked products,100,2,39,288.03247,57.11942,2.600379,48.69961,5.8194304,1.7200514,0.28297657,0.41801453,0.94407934,11.139501,28.270187,https://nutritiondata.self.com/facts/baked-products/4819/0
"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",baked products,100,2,23,275.0122,53.402996,2.2999694,0,0,1.6000471,0.21996589,0.13099311,0.695968,10.500102,32.60417,https://nutritiondata.self.com/facts/baked-products/5148/0
"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",baked products,100,2,22,275.0122,53.402996,2.2999694,0,0,1.6000471,0.21996589,0.13099311,0.695968,10.500102,32.60417,https://nutritiondata.self.com/facts/baked-products/5149/0
